PDB_file, description
unrelaxed_model_4_pred_85_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=4 seed=85 template=off dropout=off
unrelaxed_model_4_pred_86_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=4 seed=86 template=off dropout=off
unrelaxed_model_4_pred_87_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=4 seed=87 template=off dropout=off
unrelaxed_model_4_pred_88_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=4 seed=88 template=off dropout=off
unrelaxed_model_4_pred_89_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=4 seed=89 template=off dropout=off
unrelaxed_model_4_pred_90_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=4 seed=90 template=off dropout=off
unrelaxed_model_4_pred_91_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=4 seed=91 template=off dropout=off
unrelaxed_model_4_pred_92_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=4 seed=92 template=off dropout=off
unrelaxed_model_4_pred_93_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=4 seed=93 template=off dropout=off
unrelaxed_model_4_pred_94_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=4 seed=94 template=off dropout=off
unrelaxed_model_4_pred_95_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=4 seed=95 template=off dropout=off
unrelaxed_model_4_pred_96_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=4 seed=96 template=off dropout=off
unrelaxed_model_4_pred_97_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=4 seed=97 template=off dropout=off
unrelaxed_model_4_pred_98_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=4 seed=98 template=off dropout=off
unrelaxed_model_4_pred_99_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=4 seed=99 template=off dropout=off
unrelaxed_model_4_pred_100_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=4 seed=100 template=off dropout=off
unrelaxed_model_5_pred_1_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=1 template=off dropout=off
unrelaxed_model_5_pred_2_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=2 template=off dropout=off
unrelaxed_model_5_pred_3_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=3 template=off dropout=off
unrelaxed_model_5_pred_4_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=4 template=off dropout=off
unrelaxed_model_5_pred_5_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=5 template=off dropout=off
unrelaxed_model_5_pred_6_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=6 template=off dropout=off
unrelaxed_model_5_pred_7_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=7 template=off dropout=off
unrelaxed_model_5_pred_8_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=8 template=off dropout=off
unrelaxed_model_5_pred_9_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=9 template=off dropout=off
unrelaxed_model_5_pred_10_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=10 template=off dropout=off
unrelaxed_model_5_pred_11_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=11 template=off dropout=off
unrelaxed_model_5_pred_12_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=12 template=off dropout=off
unrelaxed_model_5_pred_13_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=13 template=off dropout=off
unrelaxed_model_5_pred_14_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=14 template=off dropout=off
unrelaxed_model_5_pred_15_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=15 template=off dropout=off
unrelaxed_model_5_pred_16_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=16 template=off dropout=off
unrelaxed_model_5_pred_17_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=17 template=off dropout=off
unrelaxed_model_5_pred_18_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=18 template=off dropout=off
unrelaxed_model_5_pred_19_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=19 template=off dropout=off
unrelaxed_model_5_pred_20_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=20 template=off dropout=off
unrelaxed_model_5_pred_21_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=21 template=off dropout=off
unrelaxed_model_5_pred_22_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=22 template=off dropout=off
unrelaxed_model_5_pred_23_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=23 template=off dropout=off
unrelaxed_model_5_pred_24_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=24 template=off dropout=off
unrelaxed_model_5_pred_25_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=25 template=off dropout=off
unrelaxed_model_5_pred_26_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=26 template=off dropout=off
unrelaxed_model_5_pred_27_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=27 template=off dropout=off
unrelaxed_model_5_pred_28_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=28 template=off dropout=off
unrelaxed_model_5_pred_29_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=29 template=off dropout=off
unrelaxed_model_5_pred_30_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=30 template=off dropout=off
unrelaxed_model_5_pred_31_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=31 template=off dropout=off
unrelaxed_model_5_pred_32_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=32 template=off dropout=off
unrelaxed_model_5_pred_33_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=33 template=off dropout=off
unrelaxed_model_5_pred_34_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=34 template=off dropout=off
unrelaxed_model_5_pred_35_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=35 template=off dropout=off
unrelaxed_model_5_pred_36_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=36 template=off dropout=off
unrelaxed_model_5_pred_37_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=37 template=off dropout=off
unrelaxed_model_5_pred_38_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=38 template=off dropout=off
unrelaxed_model_5_pred_39_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=39 template=off dropout=off
unrelaxed_model_5_pred_40_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=40 template=off dropout=off
unrelaxed_model_5_pred_41_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=41 template=off dropout=off
unrelaxed_model_5_pred_42_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=42 template=off dropout=off
unrelaxed_model_5_pred_43_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=43 template=off dropout=off
unrelaxed_model_5_pred_44_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=44 template=off dropout=off
unrelaxed_model_5_pred_45_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=45 template=off dropout=off
unrelaxed_model_5_pred_46_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=46 template=off dropout=off
unrelaxed_model_5_pred_47_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=47 template=off dropout=off
unrelaxed_model_5_pred_48_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=48 template=off dropout=off
unrelaxed_model_5_pred_49_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=49 template=off dropout=off
unrelaxed_model_5_pred_50_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=50 template=off dropout=off
unrelaxed_model_5_pred_51_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=51 template=off dropout=off
unrelaxed_model_5_pred_52_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=52 template=off dropout=off
unrelaxed_model_5_pred_53_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=53 template=off dropout=off
unrelaxed_model_5_pred_54_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=54 template=off dropout=off
unrelaxed_model_5_pred_55_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=55 template=off dropout=off
unrelaxed_model_5_pred_56_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=56 template=off dropout=off
unrelaxed_model_5_pred_57_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=57 template=off dropout=off
unrelaxed_model_5_pred_58_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=58 template=off dropout=off
unrelaxed_model_5_pred_59_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=59 template=off dropout=off
unrelaxed_model_5_pred_60_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=60 template=off dropout=off
unrelaxed_model_5_pred_61_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=61 template=off dropout=off
unrelaxed_model_5_pred_62_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=62 template=off dropout=off
unrelaxed_model_5_pred_63_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=63 template=off dropout=off
unrelaxed_model_5_pred_64_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=64 template=off dropout=off
unrelaxed_model_5_pred_65_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=65 template=off dropout=off
unrelaxed_model_5_pred_66_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=66 template=off dropout=off
unrelaxed_model_5_pred_67_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=67 template=off dropout=off
unrelaxed_model_5_pred_68_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=68 template=off dropout=off
unrelaxed_model_5_pred_69_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=69 template=off dropout=off
unrelaxed_model_5_pred_70_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=70 template=off dropout=off
unrelaxed_model_5_pred_71_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=71 template=off dropout=off
unrelaxed_model_5_pred_72_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=72 template=off dropout=off
unrelaxed_model_5_pred_73_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=73 template=off dropout=off
unrelaxed_model_5_pred_74_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=74 template=off dropout=off
unrelaxed_model_5_pred_75_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=75 template=off dropout=off
unrelaxed_model_5_pred_76_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=76 template=off dropout=off
unrelaxed_model_5_pred_77_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=77 template=off dropout=off
unrelaxed_model_5_pred_78_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=78 template=off dropout=off
unrelaxed_model_5_pred_79_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=79 template=off dropout=off
unrelaxed_model_5_pred_80_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=80 template=off dropout=off
unrelaxed_model_5_pred_81_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=81 template=off dropout=off
unrelaxed_model_5_pred_82_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=82 template=off dropout=off
unrelaxed_model_5_pred_83_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=83 template=off dropout=off
unrelaxed_model_5_pred_84_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=84 template=off dropout=off
unrelaxed_model_5_pred_85_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=85 template=off dropout=off
unrelaxed_model_5_pred_86_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=86 template=off dropout=off
unrelaxed_model_5_pred_87_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=87 template=off dropout=off
unrelaxed_model_5_pred_88_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=88 template=off dropout=off
unrelaxed_model_5_pred_89_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=89 template=off dropout=off
unrelaxed_model_5_pred_90_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=90 template=off dropout=off
unrelaxed_model_5_pred_91_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=91 template=off dropout=off
unrelaxed_model_5_pred_92_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=92 template=off dropout=off
unrelaxed_model_5_pred_93_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=93 template=off dropout=off
unrelaxed_model_5_pred_94_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=94 template=off dropout=off
unrelaxed_model_5_pred_95_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=95 template=off dropout=off
unrelaxed_model_5_pred_96_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=96 template=off dropout=off
unrelaxed_model_5_pred_97_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=97 template=off dropout=off
unrelaxed_model_5_pred_98_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=98 template=off dropout=off
unrelaxed_model_5_pred_99_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=99 template=off dropout=off
unrelaxed_model_5_pred_100_rand0.15_nodropout.pdb, tool=afsample2 msa=il1r1_0.a3m msa_randomization_rate=0.15 version=AF2-ptm model=5 seed=100 template=off dropout=off
ensemble_1.pdb, tool=bioemu sample=1 parameters=default
ensemble_2.pdb, tool=bioemu sample=2 parameters=default
ensemble_3.pdb, tool=bioemu sample=3 parameters=default
ensemble_4.pdb, tool=bioemu sample=4 parameters=default
ensemble_5.pdb, tool=bioemu sample=5 parameters=default
ensemble_6.pdb, tool=bioemu sample=6 parameters=default
ensemble_7.pdb, tool=bioemu sample=7 parameters=default
ensemble_8.pdb, tool=bioemu sample=8 parameters=default
ensemble_9.pdb, tool=bioemu sample=9 parameters=default
ensemble_10.pdb, tool=bioemu sample=10 parameters=default
ensemble_11.pdb, tool=bioemu sample=11 parameters=default
ensemble_12.pdb, tool=bioemu sample=12 parameters=default
ensemble_13.pdb, tool=bioemu sample=13 parameters=default
ensemble_14.pdb, tool=bioemu sample=14 parameters=default
ensemble_15.pdb, tool=bioemu sample=15 parameters=default
ensemble_16.pdb, tool=bioemu sample=16 parameters=default
ensemble_17.pdb, tool=bioemu sample=17 parameters=default
ensemble_18.pdb, tool=bioemu sample=18 parameters=default
ensemble_19.pdb, tool=bioemu sample=19 parameters=default
ensemble_20.pdb, tool=bioemu sample=20 parameters=default
ensemble_21.pdb, tool=bioemu sample=21 parameters=default
ensemble_22.pdb, tool=bioemu sample=22 parameters=default
ensemble_23.pdb, tool=bioemu sample=23 parameters=default
ensemble_24.pdb, tool=bioemu sample=24 parameters=default
ensemble_25.pdb, tool=bioemu sample=25 parameters=default
ensemble_26.pdb, tool=bioemu sample=26 parameters=default
ensemble_27.pdb, tool=bioemu sample=27 parameters=default
ensemble_28.pdb, tool=bioemu sample=28 parameters=default
ensemble_29.pdb, tool=bioemu sample=29 parameters=default
ensemble_30.pdb, tool=bioemu sample=30 parameters=default
ensemble_31.pdb, tool=bioemu sample=31 parameters=default
ensemble_32.pdb, tool=bioemu sample=32 parameters=default
ensemble_33.pdb, tool=bioemu sample=33 parameters=default
ensemble_34.pdb, tool=bioemu sample=34 parameters=default
ensemble_35.pdb, tool=bioemu sample=35 parameters=default
ensemble_36.pdb, tool=bioemu sample=36 parameters=default
ensemble_37.pdb, tool=bioemu sample=37 parameters=default
ensemble_38.pdb, tool=bioemu sample=38 parameters=default
ensemble_39.pdb, tool=bioemu sample=39 parameters=default
ensemble_40.pdb, tool=bioemu sample=40 parameters=default
ensemble_41.pdb, tool=bioemu sample=41 parameters=default
ensemble_42.pdb, tool=bioemu sample=42 parameters=default
ensemble_43.pdb, tool=bioemu sample=43 parameters=default
ensemble_44.pdb, tool=bioemu sample=44 parameters=default
ensemble_45.pdb, tool=bioemu sample=45 parameters=default
ensemble_46.pdb, tool=bioemu sample=46 parameters=default
ensemble_47.pdb, tool=bioemu sample=47 parameters=default
ensemble_48.pdb, tool=bioemu sample=48 parameters=default
ensemble_49.pdb, tool=bioemu sample=49 parameters=default
ensemble_50.pdb, tool=bioemu sample=50 parameters=default
ensemble_51.pdb, tool=bioemu sample=51 parameters=default
ensemble_52.pdb, tool=bioemu sample=52 parameters=default
ensemble_53.pdb, tool=bioemu sample=53 parameters=default
ensemble_54.pdb, tool=bioemu sample=54 parameters=default
ensemble_55.pdb, tool=bioemu sample=55 parameters=default
ensemble_56.pdb, tool=bioemu sample=56 parameters=default
ensemble_57.pdb, tool=bioemu sample=57 parameters=default
ensemble_58.pdb, tool=bioemu sample=58 parameters=default
ensemble_59.pdb, tool=bioemu sample=59 parameters=default
ensemble_60.pdb, tool=bioemu sample=60 parameters=default
ensemble_61.pdb, tool=bioemu sample=61 parameters=default
ensemble_62.pdb, tool=bioemu sample=62 parameters=default
ensemble_63.pdb, tool=bioemu sample=63 parameters=default
ensemble_64.pdb, tool=bioemu sample=64 parameters=default
ensemble_65.pdb, tool=bioemu sample=65 parameters=default
ensemble_66.pdb, tool=bioemu sample=66 parameters=default
ensemble_67.pdb, tool=bioemu sample=67 parameters=default
ensemble_68.pdb, tool=bioemu sample=68 parameters=default
ensemble_69.pdb, tool=bioemu sample=69 parameters=default
ensemble_70.pdb, tool=bioemu sample=70 parameters=default
ensemble_71.pdb, tool=bioemu sample=71 parameters=default
ensemble_72.pdb, tool=bioemu sample=72 parameters=default
ensemble_73.pdb, tool=bioemu sample=73 parameters=default
ensemble_74.pdb, tool=bioemu sample=74 parameters=default
ensemble_75.pdb, tool=bioemu sample=75 parameters=default
ensemble_76.pdb, tool=bioemu sample=76 parameters=default
ensemble_77.pdb, tool=bioemu sample=77 parameters=default
ensemble_78.pdb, tool=bioemu sample=78 parameters=default
ensemble_79.pdb, tool=bioemu sample=79 parameters=default
ensemble_80.pdb, tool=bioemu sample=80 parameters=default
ensemble_81.pdb, tool=bioemu sample=81 parameters=default
ensemble_82.pdb, tool=bioemu sample=82 parameters=default
ensemble_83.pdb, tool=bioemu sample=83 parameters=default
ensemble_84.pdb, tool=bioemu sample=84 parameters=default
ensemble_85.pdb, tool=bioemu sample=85 parameters=default
ensemble_86.pdb, tool=bioemu sample=86 parameters=default
ensemble_87.pdb, tool=bioemu sample=87 parameters=default
ensemble_88.pdb, tool=bioemu sample=88 parameters=default
ensemble_89.pdb, tool=bioemu sample=89 parameters=default
ensemble_90.pdb, tool=bioemu sample=90 parameters=default
ensemble_91.pdb, tool=bioemu sample=91 parameters=default
ensemble_92.pdb, tool=bioemu sample=92 parameters=default
ensemble_93.pdb, tool=bioemu sample=93 parameters=default
ensemble_94.pdb, tool=bioemu sample=94 parameters=default
ensemble_95.pdb, tool=bioemu sample=95 parameters=default
ensemble_96.pdb, tool=bioemu sample=96 parameters=default
ensemble_97.pdb, tool=bioemu sample=97 parameters=default
ensemble_98.pdb, tool=bioemu sample=98 parameters=default
ensemble_99.pdb, tool=bioemu sample=99 parameters=default
ensemble_100.pdb, tool=bioemu sample=100 parameters=default
ensemble_101.pdb, tool=bioemu sample=101 parameters=default
ensemble_102.pdb, tool=bioemu sample=102 parameters=default
ensemble_103.pdb, tool=bioemu sample=103 parameters=default
ensemble_104.pdb, tool=bioemu sample=104 parameters=default
ensemble_105.pdb, tool=bioemu sample=105 parameters=default
ensemble_106.pdb, tool=bioemu sample=106 parameters=default
ensemble_107.pdb, tool=bioemu sample=107 parameters=default
ensemble_108.pdb, tool=bioemu sample=108 parameters=default
ensemble_109.pdb, tool=bioemu sample=109 parameters=default
ensemble_110.pdb, tool=bioemu sample=110 parameters=default
